location,reviewer_name,is_local_guide,contributor_info,rating,time,text,likes,has_photo,owner_response
Harbour Bay Ferry Terminal,evn aja,True,Local Guide · 7 ulasan · 13 foto,3 bintang,2 tahun lalu,"Terminal & pelayanan ok. Sayangnya penjaga box parkir songong² gaya nya, tak ada ramah² nya walau disapa dan saya bilang terima kasih malah buang muka. Itu perlu diperbaiki karena ini pelabuhan internasional, walau mungkin turis² tidak berinteraksi langsung dgn  penjaga box parkir.",0,False,
Harbour Bay Ferry Terminal,Sir'an efendi Efendi,False,3 ulasan · 15 foto,5 bintang,3 tahun lalu,"Senang berada di tempat ini, tempatnya sangat bagus",1,True,
Harbour Bay Ferry Terminal,Rully Setyawan,True,Local Guide · 40 ulasan · 15 foto,5 bintang,8 tahun lalu,Tempat bersih,0,False,
Harbour Bay Ferry Terminal,Aang Gunawan,True,Local Guide · 11 ulasan · 70 foto,4 bintang,7 tahun lalu,Pelabuhan penumpang yang maau ke singapura,0,True,
Harbour Bay Ferry Terminal,Sagi Gurl,True,Local Guide · 53 ulasan · 212 foto,4 bintang,3 tahun lalu,"Tongkrongan baru favorite nya anak Batam.
Saya lebih suka kesini saat malam, Karna Kalau sore masih panas cuacanya",0,False,
Harbour Bay Ferry Terminal,S Q,True,Local Guide · 698 ulasan · 519 foto,5 bintang,3 tahun lalu,"Saya lebih suka terminal ini daripada Batam Centre. Proses imigrasi modern, ada pusat perbelanjaan yang menjual banyak produk dan makanan lokal. Namun, layanan Grab tidak tersedia di sini.",0,False,
Harbour Bay Ferry Terminal,Awan Cerah,True,Local Guide · 56 ulasan · 128 foto,5 bintang,5 tahun lalu,Ongkos ramah dikantong 😁 …,2,True,
Harbour Bay Ferry Terminal,Andri Walles Cius,True,Local Guide · 33 ulasan · 5 foto,5 bintang,7 tahun lalu,rapi dan bersih,0,False,
Harbour Bay Ferry Terminal,Shohel,True,Local Guide · 504 ulasan · 4.733 foto,3 bintang,3 tahun lalu,Oke,0,True,
Harbour Bay Ferry Terminal,Desy Agustina,True,Local Guide · 304 ulasan · 2.860 foto,3 bintang,7 tahun lalu,Kurangnya petunjuk.,1,True,
Harbour Bay Ferry Terminal,ikan hiu,True,Local Guide · 207 ulasan · 516 foto,5 bintang,6 tahun lalu,"Salah satu pelabuhan internasional terbaik yang dimiliki oleh Batam ini.
tempat sangat bersih, parkiran juga sangat luas, serta terdapat banyak sekali tempat kuliner,oleh oleh ataupun tempat bersantai minum kopi sejenak sebelum berangkat atau pergi dan tempat pelabuhan ini tidaklah padat pengunjung keluar masuk, boleh dibilang terkadang sepi.

untuk kekurangannya
saya berharap lebih baik dan baik lagi, baik segi pelayanan ataupun yang lainnya, leboh ditingkatkan. hehehe",1,False,
Harbour Bay Ferry Terminal,Budi Setiawan,True,Local Guide · 319 ulasan · 752 foto,5 bintang,7 tahun lalu,Pelabuhan dgn aktifitas lumayan sibuk dengan melayani rute ke domestik dan international. Saya sendiri melakukan perjalanan dari Tanjungbalai Karimun ke Batam lanjut menggunakan pesawat ke Jakarta dan Semarang.,1,False,
Harbour Bay Ferry Terminal,SC SC,True,Local Guide · 17 ulasan · 71 foto,5 bintang,2 tahun lalu,Bersih dan tidak terlalu ramai,0,False,
Sekupang Ferry Terminal,Tecria [Adelio],False,1 ulasan,5 bintang,7 bulan lalu,Tempat yang cukup bagus,0,False,
Sekupang Ferry Terminal,Indah Mandiri,False,8 ulasan,5 bintang,4 bulan lalu,Bawa kucing boleh gak ya d kapal?,0,False,
Sekupang Ferry Terminal,Filza Yulaini rahma 7D,False,2 ulasan,5 bintang,7 bulan lalu,"sangat baik,dan juga nyaman",0,False,
Sekupang Ferry Terminal,Khrisna Ajaa,False,4 ulasan,5 bintang,7 bulan lalu,tempatnya sangat memukau,0,False,
Sekupang Ferry Terminal,S Triple,False,1 ulasan,1 bintang,3 bulan lalu,"Ruangan kedatangan berbau rokok
Seharusnya Pelabuhan itu wilayah KTR (Kawasan Tanpa Rokok)
PELABUHAN ini harus berbenah",0,False,
Sekupang Ferry Terminal,Mario Henrikus Marbun,False,1 ulasan,5 bintang,7 bulan lalu,Pelayanan sangat baik dan tertata rapi. petugas ramah dan informatif. Fasilitas memadai dan area cukup bersih. Pengalaman yang nyaman,0,False,
Sekupang Ferry Terminal,Jojo N.,True,Local Guide · 199 ulasan · 229 foto,2 bintang,3 bulan lalu,"Terminal feri internasional Sekupang telah berubah menjadi tempat yang suram. Hampir tidak ada layanan yang tersedia, pedagang telah tutup, karena kenaikan sewa sebesar 30%.

Ini bukan cara untuk menarik penumpang yang membayar.
Lebih baik berjalan kaki 3 menit ke terminal domestik untuk mendapatkan lebih banyak pilihan yang masuk akal.
Langkah pertama adalah mengurangi harga tiket feri ke Singapura, 50 dolar AS per orang akan masuk akal. Pastikan Anda memiliki cukup pedagang yang menawarkan makanan atau barang menarik dengan harga yang wajar, bukan harga Singapura, ingat ini Batam.
Manajemen terminal baru benar-benar perlu memiliki ide yang lebih baik daripada hanya menaikkan sewa dan mengusir pedagang.",0,False,
Sekupang Ferry Terminal,annaa,False,3 ulasan,5 bintang,7 bulan lalu,"bagus banget, suka deh",0,False,
Sekupang Ferry Terminal,rei4 kecebgt,False,2 ulasan,5 bintang,7 bulan lalu,Luar biasa!!! ❤️,0,False,
Sekupang Ferry Terminal,Aditya Renger,False,1 ulasan,5 bintang,7 bulan lalu,"Layanan pelabuhan yang bersih, aman, dan efisien. Pengalaman yang sangat memuaskan.",0,False,
Sekupang Ferry Terminal,Rndr,False,2 ulasan,1 bintang,3 bulan lalu,"Terminal kedatangan tercium bau asap rokok
Sepertinya petugasnya tidak tertib dalam menjalankan KTR (Kawasan Tanpa Rokok) untuk wilayah publik/umum seperti pelabuhan
Kasihan sekali penumpang seperti saya jadi korban keegoisan orang2 tidak bertanggung jawab",0,False,
Sekupang Ferry Terminal,Joke Virgins,False,1 ulasan,1 bintang,4 bulan lalu,"Pelabuhan tidak ramah anak dan lansia
Orang-orang pada merokok sembarangan
Dalam ruangannya pun tercium residu asap rokok
Parah sih ini
Sekelas internasional port",0,False,
Sekupang Ferry Terminal,Macademia_P,True,Local Guide · 19 ulasan · 1 foto,5 bintang,7 bulan lalu,Tempatnya sangat nyaman sebelum pergi menyebrang,0,False,
Sekupang Ferry Terminal,MASS KUNCORO,False,2 ulasan · 3 foto,5 bintang,7 bulan lalu,Sekupang ferry terbaik,0,False,
Sekupang Ferry Terminal,Putri Anggraini,False,1 ulasan,5 bintang,7 bulan lalu,tempatnya nyaman dan banyak pilihan oleh oleh untuk buah tangan,0,False,
Sekupang Ferry Terminal,Rizqy Septiadi Rahmatullah,True,Local Guide · 1 ulasan,5 bintang,7 bulan lalu,"Tempat nya nyaman, bersih, Pelayanan nya Top banget",0,False,
Sekupang Ferry Terminal,Syafka,False,5 ulasan · 2 foto,5 bintang,7 bulan lalu,"PELAYANAN NYA MANTAPP, KAPAN KAPAN KESINI LAGI",0,False,
Sekupang Ferry Terminal,Ebi Gael Hutahean,False,2 ulasan,5 bintang,7 bulan lalu,Mudah dan Praktis,0,False,
Sekupang Ferry Terminal,Ojann,False,2 ulasan,5 bintang,7 bulan lalu,"Pelayanannya sangat bagus, memang cocok untuk dikasih bintang 5",0,False,
Sekupang Ferry Terminal,Dede bayu,False,1 ulasan,5 bintang,7 bulan lalu,Indah dan matahari terbenam,0,False,
Sekupang Ferry Terminal,Noé Aviste,False,1 ulasan,5 bintang,7 bulan lalu,"Pelayanannya bagus, ramah, mantap",0,False,
Sekupang Ferry Terminal,M Ridho,False,1 ulasan,5 bintang,7 bulan lalu,Puas banget,0,False,
Sekupang Ferry Terminal,Dian Hary Kurniawan,True,Local Guide · 6 ulasan · 5 foto,5 bintang,7 bulan lalu,"Nyaman, asri. Dan ini adalah pelabuhan internasional pertama di kota batam",0,True,
Sekupang Ferry Terminal,Sipolin z,False,9 ulasan · 1 foto,1 bintang,5 bulan lalu,"Ruangan tmpt cap paspornya bau rokok
Setahu saya harusnya pelabuhan itu tampa rokok",0,False,
Sekupang Ferry Terminal,Tontu Seten,False,1 ulasan,1 bintang,4 bulan lalu,Pelabuhan terburukdi tiket tertera jam 04:00 otw sampe jam 06:30 blm jga berangkat kta karyawan nya nunggu penuhpelanggan disuruh bersabar sementara pihak pelabuhan nya gak mikirin org udh nunggu lama lama gk berangkat jga..,0,False,
Sekupang Ferry Terminal,Wahyu Dwi Tama,True,Local Guide · 5 ulasan · 8 foto,5 bintang,7 bulan lalu,"Sekupang International Ferry Terimal , Terbaik",0,False,
Sekupang Ferry Terminal,Sarah Naillah,False,2 ulasan,5 bintang,7 bulan lalu,Kerenn banget,0,False,
Sekupang Ferry Terminal,zurr,False,1 ulasan,5 bintang,7 bulan lalu,tempat nya bagussss ✨ saya sukaa 👍 …,0,False,
Sekupang Ferry Terminal,Uli Lias,False,1 ulasan,5 bintang,7 bulan lalu,tempatnya indah luas dengan view laut yang indah,0,False,
Sekupang Ferry Terminal,farda imyut,False,1 ulasan,5 bintang,7 bulan lalu,tempat nya bagus juga nyaman,0,False,
Sekupang Ferry Terminal,Dinda Purna Hamdany,False,4 ulasan,5 bintang,7 bulan lalu,"pelayanan yang baik dan cepat, semoga tidak berubah selamanya",0,False,
Sekupang Ferry Terminal,Andi Elpandi,False,1 ulasan,5 bintang,7 bulan lalu,Sangat bagus sekali,0,False,
Sekupang Ferry Terminal,Muhammad Fadillah Rasha,False,2 ulasan,5 bintang,7 bulan lalu,tempatnya bagus dan bersih banget,0,False,
Sekupang Ferry Terminal,caisar dzaky,False,1 ulasan,5 bintang,7 bulan lalu,tempatnya bersih,0,False,
Sekupang Ferry Terminal,Sie nyun cian Antoni,False,2 ulasan,5 bintang,7 bulan lalu,Bagus banget tempat nya,0,False,
Sekupang Ferry Terminal,intan zulaikha,False,2 ulasan,5 bintang,7 bulan lalu,bagus bgt pelayanan ny,0,False,
Sekupang Ferry Terminal,Shynja,False,3 ulasan,5 bintang,7 bulan lalu,kereeenn,0,False,
Sekupang Ferry Terminal,muhamad syifa,False,1 ulasan,1 bintang,3 bulan lalu,"Gak ada u-turn , ditutup semua u turnnya
Jadi kalau parkir
Mau pick up di depan pelabuhan
Harus keluar pelabuhan dulu
Baru masuk lagi",0,False,
Sekupang Ferry Terminal,sahroni,False,1 ulasan,5 bintang,7 bulan lalu,tempat nya bagus,0,False,
Sekupang Ferry Terminal,Muhammad Akbar,False,1 ulasan,5 bintang,7 bulan lalu,"Tempat nya adem banget dan bagus, cocok buat foto foto",0,False,
Sekupang Ferry Terminal,Rifky Rafansyah,False,2 ulasan,5 bintang,7 bulan lalu,Bagus,0,False,
Sekupang Ferry Terminal,BatPersonsAlter,False,1 ulasan,5 bintang,7 bulan lalu,Baguss tempat ferrynya,0,False,
Sekupang Ferry Terminal,Lightning kijang,False,2 ulasan,5 bintang,7 bulan lalu,"menurut saya nyaman dan cukup rapi. Proses masuknya tertib, petugasnya membantu, dan area tunggunya bersih. Aksesnya juga mudah, jadi tidak ribet kalau mau naik atau turun ferry. Cocok buat yang sering bepergian ke luar Batam karena suasananya tenang dan pelayanannya oke👍. …",0,False,
Sekupang Ferry Terminal,Itsuki Chan,False,2 ulasan,5 bintang,7 bulan lalu,"Keren banget, kapan kapan kesini lagi hehe",0,False,
Sekupang Ferry Terminal,Yan Haikhal,False,1 ulasan,5 bintang,7 bulan lalu,Paling cocok klo mau ke SG dri batam,0,False,
Sekupang Ferry Terminal,Dinda Maya,False,2 ulasan,5 bintang,7 bulan lalu,👍🏻👍🏻👍🏻 …,0,False,
Sekupang Ferry Terminal,Safariani Safariani,False,1 ulasan,5 bintang,7 bulan lalu,sangat bagus,0,False,
Telaga Punggur Ferry Terminal,Tri Van Der Saryanto,True,Local Guide · 334 ulasan · 1.006 foto,4 bintang,7 tahun lalu,"Agak ribet juga ketika bawa motor atau mobil, area parkir tidak nyaman dan kadang berair. Tapi ya sesuai dengan tarif parkir (motor seribu rupiah).
Harus naik turun dan ada sistem Harbor Tax. Walaupun demikian Harbor Tax sudah … Lainnya",0,False,
Telaga Punggur Ferry Terminal,ari wardana,True,Local Guide · 38 ulasan · 185 foto,5 bintang,3 tahun lalu,Nyaman,0,True,
Telaga Punggur Ferry Terminal,SETIAWAN DFC,True,Local Guide · 35 ulasan · 75 foto,5 bintang,6 tahun lalu,Di lantai 3 kamu harus membeli tiket untuk bisa mendapatkan kursi keberangkatan kamu.,1,True,
Telaga Punggur Ferry Terminal,bunda julismar,True,Local Guide · 23 ulasan · 219 foto,5 bintang,5 tahun lalu,Lumayan bagus dan nyaman selama menunggu kapal datang,0,False,
Telaga Punggur Ferry Terminal,Said Rusdi,True,Local Guide · 19 ulasan · 188 foto,4 bintang,5 tahun lalu,pelayanan mereka nggk pake perasaan ..kurang sabar 🥺 …,0,False,
Telaga Punggur Ferry Terminal,Dedy Kurniawan,False,3 ulasan,3 bintang,8 tahun lalu,"Tempanya luas dan nyaman
Jadi kalau menunggu tidak merasa resah dengan fasilitas yg bagus diruang tunggu",0,False,
Telaga Punggur Ferry Terminal,Martinus Tarigan,False,6 ulasan · 2 foto,3 bintang,7 bulan lalu,Kebersihan perlu diperhatikan dan di tingkatkan,0,False,
Telaga Punggur Ferry Terminal,Be Saja,True,Local Guide · 50 ulasan · 4 foto,1 bintang,6 tahun lalu,"Bangunan sdh ok ...hanya bagi yg bawa mobil sendiri untuk penjemputan agak repot..parkir sempit....dulu bisa lgs jemput tanpa mesti cari parkiran..
.sekarang kagak bisa..di penuhi taxi semua...terutama lokasi terdekat pintu … Lainnya",1,False,
Telaga Punggur Ferry Terminal,Arip Sarifudin (Arip),True,Local Guide · 114 ulasan · 308 foto,5 bintang,7 tahun lalu,"Tempatnya nyaman bersih,dan tenang untuk menunggu kapal",0,False,
Telaga Punggur Ferry Terminal,dirta rani,True,Local Guide · 55 ulasan · 162 foto,5 bintang,8 tahun lalu,jangan pernah beli tiket ferry dengan jam keberangkatan terlalu mepet. karena aksesnya lumayan jaud dr counter penjualan tiket ke pelabuhan ferrynya,0,False,
Telaga Punggur Ferry Terminal,ISMAIL,True,Local Guide · 11 ulasan · 35 foto,5 bintang,Diedit 3 tahun lalu,Bagus cuma sayang tempat roronya nyandar 1,0,True,
Telaga Punggur Ferry Terminal,Antonius Budi,True,Local Guide · 26 ulasan · 39 foto,5 bintang,5 tahun lalu,"Pelabuhan Roro, melayani perjalanan menggunakan kendaraan pribadi untuk di bawa ke pelabuhan tanjung uban dari pulau batam.  Perjalan ditempuh dalam waktu kurang lebih 1 jam, dengan jadual mulai jam 07.00 sampai dengan 18.00",0,True,
Telaga Punggur Ferry Terminal,Idam Harun,True,Local Guide · 340 ulasan · 3.101 foto,4 bintang,Diedit setahun lalu,"Ke pulau Bintan kalau mau cepat , bagusnya naik speed, beli tiketnya di situ loket",0,True,
Telaga Punggur Ferry Terminal,Syahruji IAI,True,Local Guide · 32 ulasan · 148 foto,4 bintang,setahun lalu,Transportasi aman dan murah antar pulau,0,True,
Telaga Punggur Ferry Terminal,Slamet Sukanto,True,Local Guide · 263 ulasan · 339 foto,4 bintang,8 tahun lalu,"saya tidak merasa rugi membayar seaport tax jika kondisi pelabuhan menjadi lebih baik seperti ini. tolong pelihara, perbaiki yang masih perlu dibenahi dan pertahankan yang sudah baik.",0,False,
Telaga Punggur Ferry Terminal,Deddy rempit,False,3 ulasan · 1 foto,2 bintang,7 tahun lalu,Bp batam nya sangat lah smbong dan juga ga mau bantu anak asli batam aja susah nya setengah mapus... Tau lah kami org miskin,0,False,
Telaga Punggur Ferry Terminal,Asrirrani Virdaus,True,Local Guide · 13 ulasan · 10 foto,3 bintang,2 tahun lalu,"Cukup baik,beda dg 10thn yll tertata rapi.",0,False,
Telaga Punggur Ferry Terminal,Naufal Widian,True,Local Guide · 39 ulasan · 6 foto,5 bintang,Diedit 3 tahun lalu,"Bangunannya bersih, tqpi masih banyak space kosong yang tidak terpakai didalam bangunan yang seharusnya bisa di manfaatkan lebih baik lagi",0,False,
Telaga Punggur Ferry Terminal,Rafael Raditya,True,Local Guide · 231 ulasan · 1.335 foto,3 bintang,6 tahun lalu,"Sudah bagus dari pada dulu...tapi jalur kedatangan seharusnya dibuat nyaman, yang berjalan kaki keluar agak bikin capeeeeee bangedddd naikkkk turunnn haduhhh, satu lagi transportasi dari lokasinya agak tersembunyi karena letak nya jauhhhh … Lainnya",0,False,
Telaga Punggur Ferry Terminal,Shelly Tan,True,Local Guide · 89 ulasan · 92 foto,4 bintang,7 tahun lalu,Kenangan nyebrang dr batam ke buton yg melelahkan .hmmm,0,False,
Telaga Punggur Ferry Terminal,Inayatun,True,Local Guide · 338 ulasan · 1.053 foto,5 bintang,Diedit setahun lalu,"hmmm pelayanan cukup, not good but not bad. yg paling mengganggu di sini, mungkin di setiap pelabuhan juga sama, adalah harus menemui sopir taksi yg terus saja nanya2 kau mau ke mana di setiap langkah. iya, di setiap langkah, oleh orang … Lainnya",2,True,
Telaga Punggur Ferry Terminal,Buyung Manik,True,Local Guide · 26 ulasan,5 bintang,7 tahun lalu,Terminal fery  Telaga punggur adalah terminal penyebeberangan fery ke tanjung pinang dan dabok disini juga terdapat penyeberangan ke tanjung uban menggunakan speed boad dan roro dan speed boad ke lagoi,0,False,
Telaga Punggur Ferry Terminal,Nimas Ernawati,True,Local Guide · 41 ulasan · 74 foto,4 bintang,8 tahun lalu,pelabuhan telaga punggur semakin nyaman..semakin ok..sehbs direnovasi..tp eskalator nya knp g jalan semua ya..he..he..mksh,0,False,
Telaga Punggur Ferry Terminal,Yusman Nahabiah,True,Local Guide · 36 ulasan · 65 foto,4 bintang,8 tahun lalu,Tempatnya hampir menyamai bandara. Cuma sekarang kan lagi perbaikan ataupun renovasi jadi tempat parkir masih becek dan kotor. Jadi kalau kita parkir motor di pelabuhan dan naik pas ketemu hari abis hujan sendal ataupun sepatu kita akan kotor.  Itu aja sih. Kalau ada yang salah tolong di maafkan. Maav cuma itu foymtonya. Hehehe,1,True,
Telaga Punggur Ferry Terminal,yosseadrian,True,Local Guide · 17 ulasan · 35 foto,3 bintang,6 tahun lalu,Jarak dari tempat penjualan tiket ke kapal terlalu jauh. Tapi ruangannya bersih.,0,False,
Telaga Punggur Ferry Terminal,Muammar,True,Local Guide · 10 ulasan · 8 foto,5 bintang,3 tahun lalu,Tempat dan pelayanannya bagus,0,True,
Telaga Punggur Ferry Terminal,Kirix 666,True,Local Guide · 477 ulasan · 460 foto,5 bintang,Diedit 4 bulan lalu,"Pelabuhan kapal Fery antar pulau kabupaten/kota di Pulau Batam ini sudah cukup bagus dan memadai serta sudah dapat beroperasi sebagaimana biasanya. Ada lift juga, cuma agak bingung untuk naik turun. Ha ha ha..😂😂 …",0,True,
Telaga Punggur Ferry Terminal,Calvin Herianto,True,Local Guide · 16 ulasan · 3 foto,4 bintang,2 tahun lalu,Sdh banyak berkembang dan jauh lebih baik dari dulu,0,False,
Telaga Punggur Ferry Terminal,fatikha thurochmah,True,Local Guide · 431 ulasan · 1.432 foto,5 bintang,2 tahun lalu,Salah satu pelabuhan yg selalu ramai di batam,0,True,
Telaga Punggur Ferry Terminal,Fanie Wong,False,1 ulasan · 18 foto,2 bintang,9 tahun lalu,Masih kacau karna pembangunan blm siap dan bnyk debu...,0,False,
Telaga Punggur Ferry Terminal,JESA JE,True,Local Guide · 87 ulasan · 97 foto,5 bintang,Diedit 5 tahun lalu,"Dimasa covid , ketentuan yang berlaku seperti tempat umum lainnya- pemeriksaan Tubuh ,juga tersedia tempat untuk cuci tangan. Saran buat teman2 yang ingin berpergian, sebaiknya teman2 mengakses aplikasi eHAC terlebih dahulu guna … Lainnya",0,False,
Telaga Punggur Ferry Terminal,Dwiky Ibn Muthy,False,7 ulasan · 4 foto,3 bintang,7 tahun lalu,Akses jalannya terlalu kotor saat hujan. Dan masih banyak yg perlu di perbaiki,0,False,
Telaga Punggur Ferry Terminal,Rachmad Dhody,False,3 ulasan · 10 foto,5 bintang,2 tahun lalu,Trmpatnya nyaman dan bersih tersedia ruang tunggu dan tmpat ngopi,0,True,
Telaga Punggur Ferry Terminal,Joelfrankiy,True,Local Guide · 211 ulasan · 7.604 foto,5 bintang,7 tahun lalu,Keindahan alam dan kapal dipinggiran pelabuhan Punggur,1,True,
Telaga Punggur Ferry Terminal,Suryati Tasarina,True,Local Guide · 32 ulasan · 5 foto,4 bintang,6 tahun lalu,Lumayan brsih dan parkiran tdk bgituuu smpit,0,False,
Telaga Punggur Ferry Terminal,Givi Ofgivia,True,Local Guide · 50 ulasan · 20 foto,5 bintang,5 tahun lalu,"Juli 2021;
Masuk langsung diminta tes Genose di tempat (bila kita belum ada melakukan). Kemudian seperti biasa, beli tiket, boarding pass, cek tiket, masuk ferry.",0,False,
Telaga Punggur Ferry Terminal,Yudi Yusdiantoro,True,Local Guide · 96 ulasan · 1 foto,4 bintang,9 tahun lalu,"Pelabuhan antar pulau, bisa menggunakan kapal Roro atau speed boat",0,False,
Telaga Punggur Ferry Terminal,Baso Mustakim,True,Local Guide · 16 ulasan · 14 foto,3 bintang,7 tahun lalu,Sudah Lumayan Bagus dari Beberaoa tahun sebelumnya,0,False,
Telaga Punggur Ferry Terminal,Meyliana Anastasya Rumapea,True,Local Guide · 15 ulasan,5 bintang,3 tahun lalu,"Agak sedikit kecewa sama supir taksinya, terlalu arogan. Mungkin bisa dikasih masukan dari pihak pelabuhannya biar kitanya juga enak dan gak takut buat milih naik taksi dari pelabuhan. Mungkin bisa dicontoh pelabuhan di pinang, ada tuh counter buat mesan taksi jadi gak semrawut",1,False,
Telaga Punggur Ferry Terminal,febrianto eka putra,True,Local Guide · 98 ulasan · 106 foto,5 bintang,7 tahun lalu,Klw mau ke Anambas jangan dari sini. Kapal ke Anambas adanya dari Tanjung pinang,0,True,
Telaga Punggur Ferry Terminal,Dayteti Pirta,True,Local Guide · 37 ulasan · 41 foto,5 bintang,8 tahun lalu,Penjualan tiket ny sdh teratur.. Tempat nya bersih.. Ruang tunggu jg nyaman..,0,False,
Telaga Punggur Ferry Terminal,Irfan Sunda,True,Local Guide · 27 ulasan · 5 foto,4 bintang,7 tahun lalu,Lebih nyaman dr terminal yg dulu...,0,False,
Telaga Punggur Ferry Terminal,Eka Handa,True,Local Guide · 258 ulasan · 1.326 foto,4 bintang,7 tahun lalu,"Bagus terminalnya, cuma sayangnya penumpang kadang ketinggalan kapal karena tidak ada koordinasi dari penjual tiket kepada operator kapal. Udah keburu beli tiket, eh kapalnya udah jalan, terpaksa nunggu lagi walaupun kapalnya selalu ada, tapi waktu jadi terbuang.",0,False,
Telaga Punggur Ferry Terminal,Yudha Adrian,True,Local Guide · 86 ulasan · 39 foto,4 bintang,8 tahun lalu,"Sedang di renovasi, semoga cepat selesai agar jadi lebih nyaman",0,False,
Telaga Punggur Ferry Terminal,Riska Anggit Dwiningtyas,True,Local Guide · 91 ulasan · 286 foto,4 bintang,4 tahun lalu,"Fasilitas sudah cukup bagus, hanya perlu ditingkatkan lagi kebersihan dan kerapiannya agar layanan yang diberikan bisa semakin optimal.",0,False,
Telaga Punggur Ferry Terminal,eddy darkzz,True,Local Guide · 19 ulasan · 15 foto,4 bintang,3 tahun lalu,"Petugas parkirnya baik, cuma parkiran dalam berantakan dan tidak ada penunjuk",0,False,
Telaga Punggur Ferry Terminal,Percetakan Warna Grafindo,True,Local Guide · 6 ulasan · 46 foto,5 bintang,9 tahun lalu,Terminal pelabuhan fery untuk menyeberang ke tanjung pinang dan pulau2 lain di kepri. Tapi sayang lokasi parkirnya kurang luas sehingga sulit untuk parkir kendaraan,0,False,
Telaga Punggur Ferry Terminal,Mak Nando,True,Local Guide · 25 ulasan · 7 foto,2 bintang,2 bulan lalu,Kept Dinda,0,False,
Telaga Punggur Ferry Terminal,Abu Yazid,True,Local Guide · 54 ulasan · 46 foto,4 bintang,7 tahun lalu,"Transportasi laut yg sangat membantu...
tapi gak sedapnya pas mau beli tiket... semua penjual tiket berteriak menawarkan tiket... perasaan jadi kayak di pajak sambo. 😂 …",0,False,
Telaga Punggur Ferry Terminal,Andri Felani,True,Local Guide · 178 ulasan · 51 foto,2 bintang,8 tahun lalu,terminal blm selesai...parking lotnya sempit...blm rapi...blm nyaman....,0,False,
Telaga Punggur Ferry Terminal,Fahri Boy alfatih,True,Local Guide · 144 ulasan · 180 foto,3 bintang,8 tahun lalu,"Sudah mengalami perubahan seperti pembangunan fisik ruangan, fasilitas, tempat parkir semakin luas",0,False,
Telaga Punggur Ferry Terminal,Syafrianto,True,Local Guide · 618 ulasan · 49 foto,4 bintang,Diedit 2 tahun lalu,"Sudah agak bagus, namun masih perlu penataan lagi agar lebih rapi dan teratur",0,False,
Telaga Punggur Ferry Terminal,dimas kid,True,Local Guide · 62 ulasan · 49 foto,4 bintang,6 tahun lalu,Pelabuhan yg menyediakan tranportasi laut ke tujuan pulau yg ada di kepulauan Riau. Sdh mulai tertata baik. Saat ini parkir nya di hitung sekali masuk belum di hitung per jam. Lumayan hemat jadi nya,0,False,
Telaga Punggur Ferry Terminal,Arif Purwoko Abdullah,True,Local Guide · 29 ulasan · 9 foto,3 bintang,5 tahun lalu,"Sangat standar, mungkin karena pelabuhan domestik juga",0,False,
Telaga Punggur Ferry Terminal,Wilia Siska,True,Local Guide · 68 ulasan · 574 foto,3 bintang,8 tahun lalu,Terminalnya besar hanya saja tidak ada mini market dan ruang tunggunya,0,False,
Telaga Punggur Ferry Terminal,Arie Hadiwarsito123,False,2 ulasan · 1 foto,3 bintang,setahun lalu,Mantap,0,True,
Telaga Punggur Ferry Terminal,Deky Timor,True,Local Guide · 214 ulasan · 142 foto,5 bintang,2 tahun lalu,"Mantap akhirnya bisa sampai juga di kota batas, semoga bisa berkunjung lagi😊 …",0,False,
Telaga Punggur Ferry Terminal,Catur Budiyoso,True,Local Guide · 6 ulasan · 25 foto,4 bintang,8 tahun lalu,"Parkiran nya masih belum layak, coba di semenisasi semua dan dibikin garis parkir biar makin rapi dan muat banyak mobil",0,False,
Telaga Punggur Ferry Terminal,Lica Astary,False,3 ulasan · 1 foto,1 bintang,11 bulan lalu,"keberangkatan ga tepat waktu pls, pas sy telat 10 menit kapal dh berangkat , terus sy ikut di kapal brkutnya dh lewat 20 menit dari jam keberangkatan ga ada jalan-jalan , astaga kesel bgt",0,False,
Telaga Punggur Ferry Terminal,SUPRIYADI,True,Local Guide · 107 ulasan · 71 foto,4 bintang,3 bulan lalu,"Bagus kok tempatnya, hanya saya belum tahu apakah bisa beli tiket kapal Ferry pakai online seperti tiket kapal Roro sebelah, setidaknya menghindari antrian dan mempermudah konsumen dalam bepergian.salam",0,True,
Telaga Punggur Ferry Terminal,Wandi Santosa CMD-PT. BMW,True,Local Guide · 196 ulasan · 18 foto,3 bintang,8 tahun lalu,Pelabuhan penghubung Bintan Batam. Ga nyaman dg penjual tiketnya. Berisik.,0,False,
Telaga Punggur Ferry Terminal,Rendy Eko Prasetio,True,Local Guide · 56 ulasan · 267 foto,5 bintang,setahun lalu,Pulang ke Tanjungpinang kota Gurindam,0,True,
Telaga Punggur Ferry Terminal,Alex Chung,False,3 ulasan · 5 foto,5 bintang,2 tahun lalu,Terima kasih kepada Pengelola. Sekarang beli tiket lebih mudah via Livin' Bank Mandiri.,0,True,
Telaga Punggur Ferry Terminal,Awal Ginting,True,Local Guide · 36 ulasan · 123 foto,1 bintang,setahun lalu,Jelek ...kotor dan berdebu perlu dilakukan perhatian khusus dan orang yang bertanggung jawab,0,False,
Telaga Punggur Ferry Terminal,Erwin Fairus,True,Local Guide · 23 ulasan · 25 foto,5 bintang,7 tahun lalu,"Alternatif penyeberangan dengan kapal roro, speed ataupun feri ke tg uban, pinang, karimun dan tujuan lainnya.",1,True,
